umls_cui_from_meddra	side_effect_name
C0243026	Sepsis
C0456103	Sepsis neonatal
C0235855	Sepsis secondary
C0854144	Septic arthritis streptobacillus
C0036983	Septic shock
C0036690	Septicemia
C0262627	Seroma
C0036749	Serositis
C0699828	Serotonin syndrome
C0154822	Serous retinal detachment
C0580493	Serum albumin decreased
C0476327	Serum amylase increased
C0859062	Serum bilirubin increased
C0595882	Serum calcium decreased
C0595928	Serum calcium increased
C0438243	Serum creatinine abnormal
C0428282	Serum creatinine decreased
C0700225	Serum creatinine increased
C0241012	Serum ferritin decreased
C0241013	Serum ferritin increased
C0858520	Serum gastrin increased
C0235988	Serum iron decreased
C0151900	Serum iron increased
C0857432	Serum osmolality increased
C0553706	Serum phosphate increased
C0595885	Serum potassium decreased
C0553704	Serum potassium increased
C0857979	Serum prolactin decreased
C0857980	Serum prolactin increased
C0036830	Serum sickness
C0221742	Serum sickness-like reaction
C0857983	Serum testosterone decreased
C0860703	Serum total protein decreased
C0859350	Serum transaminase increased
C0813230	Serum triglycerides increased
C0857448	Serum urea increased
C1175175	Severe acute respiratory syndrome
C0549622	Sexual dysfunction
C0241028	Sexually active
C0036916	Sexually transmitted disease
C0392703	Shakiness
C0221161	Shallow breathing
C0240173	Shift to the left
C0036973	Shivering
C0036974	Shock
C0036982	Shock haemorrhagic
C0851302	Shock hypoglycaemic
C1527401	Shock insulin
C0425946	Short period
C0701811	Short-term memory loss
C0037011	Shoulder pain
C1142175	Shunt thrombosis
C0232808	Shutdown renal
C0037023	Sialoadenitis
C0037052	Sick sinus syndrome
C0002895	Sickle cell anaemia
C0238425	Sickle cell anaemia with crisis
C0221423	Sickness
C0002896	Sideroblastic anaemia
C1384670	Single umbilical artery
C0037188	Sinoatrial block
C0428908	Sinoatrial node dysfunction
C0877107	Sinobronchitis
C0541782	Sinus arrest
C0003813	Sinus arrhythmia
C0085610	Sinus bradycardia
C0152029	Sinus congestion
C0030469	Sinus disorder
C0037195	Sinus headache
C0748725	Sinus operation
C0522251	Sinus pain
C0232201	Sinus rhythm
C0039239	Sinus tachycardia
C0037199	Sinusitis
C1262006	Sinusitis bacterial
C1527336	Sjogren's syndrome
C0597457	Skeletal injury
C0235055	Skeletal muscle paralysis
C0151514	Skin atrophy
C0162627	Skin bacterial infection
C0574741	Skin bleeding
C0150077	Skin breakdown
C0241057	Skin burning sensation
C0007114	Skin cancer
C0006846	Skin candida
C0699893	Skin carcinoma
C0235848	Skin cold clammy
C0262977	Skin depigmentation
C0151907	Skin discolouration
C0863084	Skin discomfort
C0037274	Skin disorder
C0241069	Skin erosion
C0237849	Skin exfoliation
C0263008	Skin fibrosis
C0221245	Skin fissures
C0549419	Skin fragility
C0852361	Skin haemorrhage
C0162834	Skin hyperpigmentation
C0151717	Skin hypertrophy
C0241075	Skin induration
C0037278	Skin infection
C0152030	Skin irritation
C0558401	Skin laceration
C0037284	Skin lesion
C0558143	Skin maceration
C0281981	Skin mass
C0151799	Skin necrosis
C0037287	Skin nodule
C0234930	Skin odour abnormal
C0521464	Skin oedema
C0347390	Skin papilloma
C0221743	Skin reaction
C0423773	Skin scaly
C2939094	Skin sensitisation
C0152459	Skin striae
C0281982	Skin swelling
C0877377	Skin tear
C0241164	Skin tenderness
C0241165	Skin thickening
C0423757	Skin thinness
C0241166	Skin tightness
C1167791	Skin toxicity
C0037299	Skin ulcer
C0235218	Skin warm
C0037301	Skin wrinkling
C0263465	Skin xerosis
C0232124	Skipped beats
C1390484	Skull hypoplasia
C0235942	Skull malformation
C0037315	Sleep apnoea syndrome
C0855247	Sleep attacks
C0851578	Sleep disorder
C0037317	Sleep disturbance
C0456511	Sleep paralysis
C0852566	Sleep phase rhythm disturbance
C0542313	Sleep talking
C0037320	Sleep terror
C0149887	Slipped femoral capital epiphysis
C0542215	Slough injection site
C1859270	Slow speech
C0920289	Sluggishness
C0234518	Slurred speech
C0948050	Small bowel angioedema
C0149925	Small cell lung cancer
C0235329	Small intestinal obstruction
C0151739	Small intestinal perforation
C0235048	Smarting
C0476427	Smear cervix abnormal
C0853203	Smear cervix normal
C0037383	Sneezing
C0235564	Sneezing excessive
C0037384	Snoring
C0855237	Social avoidant behaviour
C0860871	Sodium decreased
C0595879	Sodium high
C0577115	Soft stools
C0263978	Soft tissue disorder
C0149778	Soft tissue infection
C0853314	Soft tissue inflammation
C0037578	Soft tissue injury
C1561230	Soft tissue necrosis
C1442835	Solar dermatitis
C0036651	Solar lentigo
C0280100	Solid tumour
C0037650	Somatoform disorder
C0037672	Somnambulism
C2830004	Somnolence
C0235774	Somnolence neonatal
C0578687	Sore eye
C1579838	Sore mouth
C0857495	Sore nose
C0235360	Spasm biliary
C0152196	Spasm of accommodation
C0152168	Spasm of sphincter of Oddi
C0085621	Spastic paralysis
C0037822	Speech disorder
C0233715	Speech impairment NOS
C0542223	Speech loss
C1261167	Sperm concentration
C3160771	Sperm concentration decreased
C0853711	Sperm count decreased
C0037859	Spermatocele
C0520933	Spermatogenesis abnormal
C0232981	Spermatogenesis arrest
C0541896	Spermatozoa abnormal
C0878588	Sphincter of Oddi dysfunction
C0080178	Spina bifida
C0080174	Spina bifida occulta
C0002928	Spinal anaesthesia
C0262431	Spinal compression fracture
C0037926	Spinal cord compression
C0037928	Spinal cord disorder
C0018949	Spinal cord haemorrhage
C0037929	Spinal cord injury
C1112349	Spinal cord paralysis
C0037933	Spinal disorder
C0877172	Spinal epidural haematoma
C0080179	Spinal fracture
C0856150	Spinal haematoma
C0158775	Spine malformation
C0037997	Spleen disorder
C0241228	Spleen palpable
C0037998	Splenic infarction
C2609073	Splenic peliosis
C0038000	Splenic rupture
C1260402	Splenic sequestration
C0038002	Splenomegaly
C0333286	Splinter haemorrhages
C0038012	Spondylitis
C0949691	Spondyloarthropathy
C0159039	Spontaneous bruising
C0877144	Spontaneous penile erection
C0004161	Sports injury
C0542224	Spots before eyes
C0312414	Spotting menstrual
C0728993	Spotting vaginal
C0038045	Sprain
C0205707	Sprue
C0854425	Sputum discoloured
C0235567	Sputum increased
C0241235	Sputum purulent
C0007137	Squamous cell carcinoma
C0149782	Squamous cell carcinoma of lung
C0553723	Squamous cell carcinoma of skin
C0701824	Staggering gait
C0152965	Staphylococcal bacteraemia
C0038160	Staphylococcal infection
C0038165	Staphylococcal scalded skin syndrome
C0038166	Staphylococcal skin infection
C0423086	Staring
C0038218	Status asthmaticus
C0038220	Status epilepticus
C0038238	Steatorrhoea
C0919560	Stent occlusion
C0038273	Stereotypy
C0406479	Steroid acne
C0270994	Steroid myopathy
C2363722	Steroid psychosis
C0235453	Steroid withdrawal syndrome
C0038325	Stevens-Johnson syndrome
C0392162	Sticky skin
C0221758	Stiff back
C0427008	Stiffness
C0595939	Stillbirth
C0677500	Stinging
C0859871	Stinging of nose
C1274926	Stinging skin
C0221512	Stomach ache
C0344375	Stomach cramps
C1456329	Stomach dilation procedure
C0038362	Stomatitis
C0038379	Strabismus
C0241705	Strangury
C0152063	Streptobacillary fever
C0038395	Streptococcal infection
C0152964	Streptococcal sepsis
C0038435	Stress
C0558919	Stress at work
C0016664	Stress fracture
C0521991	Stress symptoms
C0038450	Stridor
C0677600	Stridor inspiratory
C0520872	Stroke volume increased
C0038463	Strongyloidiasis
C0085628	Stupor
C0038506	Stuttering
C0014122	Subacute bacterial endocarditis
C0264863	Subacute endocarditis
C0038525	Subarachnoid haemorrhage
C0520729	Subconjunctival cyst
C0038534	Subconjunctival hemorrhage
C0241266	Subcutaneous abscess
C2750515	Subcutaneous bleeding
C0520532	Subcutaneous haematoma
C0151811	Subcutaneous nodule
C0018946	Subdural haematoma
C0854212	Subepithelial opacities
C0919671	Subileus
C0155001	Subjective visual disturbances
C0749106	Submandibular mass
C0740858	Substance abuse
C2987469	Substance-induced psychotic disorder
C0085298	Sudden cardiac death
C1148477	Sudden deafness
C0011071	Sudden death
C0520806	Sudden death, cause unknown
C0011057	Sudden hearing loss
C0038644	Sudden infant death syndrome
C0919582	Sudden onset of sleep
C1536075	Sudden unexplained death in epilepsy
C0155002	Sudden visual loss
C1760428	Suicidal behaviour
C0424000	Suicidal ideation
C0235196	Suicidal tendency
C0038661	Suicide
C0038663	Suicide attempt
C0038732	Sulphaemoglobinaemia
C0038814	Sunburn
C0423224	Sunken eyes
C0235511	Superficial phlebothrombosis
C1096543	Superficial punctate keratopathy
C0265057	Superficial thrombophlebitis of leg
C0038826	Superinfection
C0338575	Superior sagittal sinus thrombosis
C0038833	Superior vena cava syndrome
C0266011	Supernumerary nipple
C3160766	Supine hypotension
C0269993	Suppressed lactation
C0241310	Suprapubic pain
C0033036	Supraventricular extrasystoles
C1698480	Supraventricular tachyarrhythmia
C0039240	Supraventricular tachycardia
C0543467	Surgery
C0549433	Surgical intervention
C0549429	Surgical site reaction
C0233519	Suspiciousness
C0750197	Sustained ventricular tachycardia
C0038986	Sweat gland disorder
C0038987	Sweat gland tumour
C0038990	Sweating
C0553721	Sweating decreased
C0700590	Sweating increased
C0038999	Swelling
C0151602	Swelling face
C0560024	Swelling of eyelid
C0240130	Swelling of knees
C0581394	Swelling of legs
C0158369	Swelling of limb
C0577598	Swollen arm
C0236068	Swollen tongue
C0877014	Sympathomimetic effect
C1142357	Symptomatic hyperlactatemia
C0039070	Syncope
C0042420	Syncope vasovagal
C0039075	Syndactyly
C0151638	Syndrome Fanconi-like
C0151899	Syndrome screaming
C0086981	Syndrome sicca
C0085648	Synovial cyst
C0039103	Synovitis
C0039128	Syphilis
C1736167	Systemic allergic reaction
C0153252	Systemic candida
C0242966	Systemic inflammatory response syndrome
C0024141	Systemic lupus erythematosus
C0521471	Systemic lupus erythematosus rash
C0553576	Systemic mycosis
C0694547	Systolic ejection murmur
C0221155	Systolic hypertension
C0079772	T-cell lymphoma
C0036835	TIBC
C0080203	Tachyarrhythmia
C0039231	Tachycardia
C0410918	Tachycardia foetal
C0858524	Tachycardia nervous
C0039242	Tachyphylaxis
C0231835	Tachypnoea
C1301937	Talipes
C0859023	Talkativeness
C1142034	Tandem gait test abnormal
C0686347	Tardive dyskinesia
C0740425	Taste altered
C0235290	Taste bitter
C0240327	Taste metallic
C0235293	Taste peculiar
C0858598	Taste salty
C0858600	Taste sweet
C0424109	Tearfulness
C3257803	Tearing eyes
C0424444	Teeth clenching
C0039437	Teething
C0423628	Teething pain
C0039446	Telangiectasia
C0858684	Telangiectasis facial
C0263518	Telogen effluvium
C0233558	Temper tantrum
C1112320	Temperature intolerance
C0854171	Temperature regulation disorder
C1956391	Temporal arteritis
C0233408	Temporal disorientation
C0039496	Temporomandibular joint syndrome
C0234233	Tenderness
C0158350	Tendinous contracture
C0151936	Tendon disorder
C0039504	Tendon injury
C0231529	Tendon pain
C0700078	Tendon reflex decreased
C0151937	Tendon rupture
C0039503	Tendonitis
C0039520	Tenosynovitis
C0233494	Tension
C0033893	Tension headache
C0232910	Teratogenicity
C0541798	Terminal insomnia
C0156312	Testicular atrophy
C0039584	Testicular disorder
C0039591	Testicular pain
C2584688	Testicular swelling
C0153594	Testis cancer
C0241357	Testosterone low
C0039614	Tetanus
C0235069	Tetanus-like
C0039621	Tetany
C0751436	Tetrahydrobiopterin deficiency
C0235827	Therapeutic response decreased
C0235821	Therapeutic response increased
C0853141	Therapeutic response unexpected
C0919936	Therapy naive
C0701836	Thermal burn
C0233632	Thinking abnormal
C0039971	Thirst
C0232132	Thready pulse
C0700184	Throat irritation
C0242429	Throat sore
C0236071	Throat tightness
C0423618	Throbbing headache
C0040034	Thrombocytopenia
C0853334	Thrombocytopenia aggravated
C0857305	Thrombocytopenic purpura
C0836924	Thrombocytosis
C0857496	Thromboembolic event
C1112433	Thromboembolic stroke
C0040038	Thromboembolism
C0398623	Thrombophilia
C0040046	Thrombophlebitis
C0542237	Thrombophlebitis injection site
C0235504	Thrombophlebitis of the leg
C1510431	Thrombophlebitis superficial
C0151951	Thromboplastin decreased
C0040053	Thrombosis
C1262281	Thrombosis in device
C0267412	Thrombosis mesenteric vessel
C2717961	Thrombotic microangiopathy
C0034155	Thrombotic thrombocytopenic purpura
C1096195	Thyroglobulin increased
C0151468	Thyroid adenoma
C0007115	Thyroid cancer
C0549473	Thyroid carcinoma
C0040128	Thyroid disorder
C0857576	Thyroid function abnormal
C0476414	Thyroid function test abnormal
C0040136	Thyroid neoplasm
C0040137	Thyroid nodule
C0040147	Thyroiditis
C0040127	Thyrotoxic crisis
C0040156	Thyrotoxicosis
C0586553	Thyrotropin high
C0241513	Thyrotropin low
C1295666	Thyroxine decreased
C0948240	Thyroxine free decreased
C0426900	Tibial torsion
C0040188	Tic
C0031538	Tight foreskin
C0863100	Tightness in jaw
C1384589	Tinea cruris
C0040247	Tinea infection
C0040259	Tinea pedis
C0040262	Tinea versicolour
C1504494	Tingling of extremity
C2242996	Tingling sensation
C0235050	Tingling skin
C0040264	Tinnitus
C0542239	Tired and heavy
C0275378	Tobacco poisoning
C1167842	Tobacco withdrawal symptoms
C0427144	Toe walking
C0236051	Tolerance development
C0853942	Tongue blistering
C0009144	Tongue coated
C0151596	Tongue discolouration
C0040409	Tongue disorder
C0426498	Tongue dry
C0017677	Tongue geographic
C0040414	Tongue hairy
C0040411	Tongue neoplasm
C0153349	Tongue neoplasm malignant stage unspecified
C0151610	Tongue oedema
C0235074	Tongue paralysis
C2609174	Tongue pigmentation
C0234953	Tongue spasm
C0235351	Tongue ulceration
C0919909	Tonic clonic movements
C0270844	Tonic convulsion
C0494475	Tonic-clonic seizures
C0272386	Tonsillar hypertrophy
C0040425	Tonsillitis
C0518988	Tooth abscess
C0235353	Tooth caries aggravated NOS
C0040434	Tooth discolouration
C0040435	Tooth disorder
C0040436	Tooth erosion
C0040441	Tooth fracture
C0235357	Tooth hypoplasia
C0877046	Tooth infection
C0242891	Tooth injury
C0080233	Tooth loss
C0040427	Tooth malformation
C0040460	Toothache
C0040479	Torsade de pointes
C0040485	Torticollis
C0456677	Total spinal block
C0040517	Tourette's disorder
C0338642	Toxic confusional state
C0520563	Toxic dilatation of intestine
C0149504	Toxic encephalopathy
C0014518	Toxic epidermal necrolysis
C0270934	Toxic neuropathy
C0542243	Toxic reaction (NOS)
C0600327	Toxic shock syndrome
C0521465	Toxic skin eruption
C0858786	Toxic symptom
C3160741	Toxicity to various agents
C0040558	Toxoplasmosis
C0040580	Tracheal disorder
C0040584	Tracheitis
C0040588	Tracheo-oesophageal fistula
C0040586	Tracheobronchitis
C0695236	Tracheostomy infection
C0000932	Traffic accident
C0235194	Tranquillisation excessive
C1096286	Transaminases decreased
C0438717	Transaminases increased
C1096646	Transaminitis
C0274435	Transfusion reaction
C0917805	Transient cerebral ischemia
C0338591	Transient global amnesia
C0393759	Transient insomnia
C0007787	Transient ischaemic attack
C1262018	Transplant failure
C0018129	Transplant rejection
C0043251	Trauma
C0152086	Traumatic arthropathy
C0877237	Traumatic fracture
C0549453	Traumatic haematoma
C0040797	Traumatic haemorrhage
C2242588	Traumatic liver injury
C0273115	Traumatic lung injury
C0234369	Trembling
C0040822	Tremor
C0234373	Tremor fine
C0235081	Tremor limb
C0235082	Tremor muscle
C0239842	Tremor of hands
C0542247	Tremulousness
C0040923	Trichomonal vaginitis
C0702163	Trichorrhexis
C0040953	Trichotillomania
C0040997	Trigeminal neuralgia
C0158328	Trigger finger
C0041105	Trismus
C0152096	Trisomy 18
C0013080	Trisomy 21
C1141949	Troponin I increased
C1141948	Troponin increased
C0032994	Tubal pregnancy
C0032739	Tuberculin test positive
C0041296	Tuberculosis
C0041349	Tubulointerstitial nephritis
C3160759	Tumour cell mobilisation
C0853891	Tumour flare
C0877584	Tumour haemorrhage
C1269955	Tumour invasion
C0041364	Tumour lysis syndrome
C0333516	Tumour necrosis
C0854069	Tumour pain
C2937228	Tunnel vision
C0041408	Turner's syndrome
C0041825	Tympanic membrane disorder
C0948298	Tympanic membrane hyperaemia
C0206504	Tympanic membrane perforation
C0011854	Type 1 diabetes mellitus
C0011860	Type 2 diabetes mellitus
C0020523	Type I hypersensitivity
C0745103	Type IIa hyperlipidaemia
C0020522	Type IV hypersensitivity reaction
C0041466	Typhoid fever
C0041582	Ulcer
C0085119	Ulcer foot
C0333291	Ulcer haemorrhage
C0151624	Ulcerative enterocolitis
C0010043	Ulcerative keratitis
C0038367	Ulcerative stomatitis
C0041601	Ulna fracture
C0019322	Umbilical hernia
C0560046	Unable to walk
C0041667	Underweight
C0235735	Unexpected therapeutic effect
C0750272	Unilateral vision loss
C0041747	Unintended pregnancy
C0857494	Unresponsive to stimuli
C1504376	Unresponsive to verbal stimuli
C0858854	Unrest
C0728936	Unspecified circulatory system disorder
C0270075	Unspecified condition originating in the perinatal period
C0497552	Unspecified congenital anomaly of brain, spinal cord, and nervous system
C1145628	Unspecified disorder of autonomic nervous system
C0021831	Unspecified disorder of intestine
C0178298	Unspecified disorder of skin and subcutaneous tissue
C1112709	Unspecified non-gonococcal urethritis (NGU)
C3665346	Unspecified visual loss
C0427108	Unsteadiness
C0231686	Unsteady gait
C0857256	Unwell
C1868919	Upper abdominal discomfort
C0740852	Upper airway obstruction
C0041909	Upper gastrointestinal haemorrhage
C0857493	Upper gastrointestinal symptoms
C0522035	Upper limb oedema
C0235834	Upper motor neurone lesion
C0949070	Upper respiratory tract congestion
C0041912	Upper respiratory tract infection
C0877266	Upper respiratory tract inflammation
C2938875	Upper-airway cough syndrome
C0235309	Upset stomach
C0302810	Uraemic syndrome
C0151582	Urate crystalluria
C2955673	Urate nephropathy
C0856880	Urea increased
C0041948	Uremia
C0948226	Ureteral spasm
C0153619	Ureteric cancer
C0041956	Ureteric obstruction
C0041959	Ureteritis
C0152447	Urethral discharge
C0041969	Urethral disorder
C0241558	Urethral haemorrhage
C0041972	Urethral obstruction
C0151830	Urethral pain
C0041974	Urethral stenosis
C0156279	Urethral syndrome
C0041976	Urethritis
C1328337	Urethritis noninfective
C0150045	Urge incontinence
C1868911	Uric acid abnormal
C1868912	Uric acid increased
C0041981	Uric acid level increased
C0268105	Uricaciduria
C0152032	Urinary hesitation
C0042024	Urinary incontinence
C0858667	Urinary protein increased
C0080274	Urinary retention
C0920114	Urinary sediment abnormal
C0877324	Urinary sediment present
C0042075	Urinary tract disorder
C0042029	Urinary tract infection
C0178879	Urinary tract obstruction
C0423701	Urinary tract pain
C0231365	Urination impaired
C0235639	Urine abnormality
C0438142	Urine analysis abnormal
C0919643	Urine calcium increased
C0522153	Urine color abnormal
C0743300	Urine drug screen positive
C0438254	Urine electrolytes abnormal
C0549418	Urine flow decreased
C0860805	Urine ketone body present
C0278045	Urine odour abnormal
C0549447	Urine odour foul
C1287298	Urine output
C1167965	Urine output increased
C0948023	Urine phosphate increased
C1096658	Urine phosphorus increased
C0854101	Urine sodium increased
C0080276	Urogenital disorder
C0919591	Urogenital haemorrhage
C0451641	Urolithiasis
C0149801	Urosepsis
C0042109	Urticaria
C0263338	Urticaria chronic
C1261981	Urticaria localised
C1276118	Urticaria recurrent
C0234934	Urticaria vesiculosa
C0042135	Uterine atony
C0153567	Uterine cancer
C0007869	Uterine cervical erosion
C0235656	Uterine cervical lesion
C0042130	Uterine contractions
C0919567	Uterine contractions during pregnancy
C0948782	Uterine cramps
C0269188	Uterine cyst
C0042131	Uterine disorder
C0151994	Uterine enlargement
C0856137	Uterine fibroids aggravated
C0151996	Uterine fibroids enlarged
C0042134	Uterine haemorrhage
C0269842	Uterine hypertonus
C0152159	Uterine hypotonus
C0235883	Uterine inflammation
C0042133	Uterine leiomyoma
C0042138	Uterine neoplasm
C0567085	Uterine pain
C0042139	Uterine perforation
C0156369	Uterine polyp
C0042143	Uterine rupture
C0151998	Uterine spasm
C0156353	Uterovaginal prolapse
C0042164	Uveitis
C0919980	VIIth nerve paralysis
C0271355	VIth nerve paralysis
C0040210	VT
C0241618	Vaginal burning sensation
C1328395	Vaginal contraceptive device expelled
C0241619	Vaginal cyst
C0227791	Vaginal discharge
C0236080	Vaginal discomfort
C0042251	Vaginal disorder
C0241633	Vaginal dryness
C0156384	Vaginal dysplasia
C0241635	Vaginal erythema
C2979982	Vaginal haemorrhage
C0404521	Vaginal infection
C0042267	Vaginal inflammation
C0558368	Vaginal irritation
C0042256	Vaginal itching
C0006852	Vaginal moniliasis
C0877089	Vaginal mucosal blistering
C0549310	Vaginal mycosis
C0042258	Vaginal neoplasm
C0235678	Vaginal odour
C0236082	Vaginal pain
C0205990	Vaginal prolapse
C0566948	Vaginal swelling
C0566951	Vaginal ulceration
C2004487	Vaginismus
C0221392	Vaginitis atrophic
C0085166	Vaginitis bacterial
C0235680	Vaginitis ulcerative
C1455782	Vagotonia
C1096272	Vanishing bile duct syndrome
C0008049	Varicella
C0740380	Varicella zoster
C0014867	Varices oesophageal
C0042341	Varicocele
C0042345	Varicose vein
C0162532	Variegate porphyria
C0158570	Vascular anomaly
C0342649	Vascular calcification
C0011269	Vascular dementia
C0018128	Vascular graft occlusion
C0042376	Vascular headache
C0232352	Vascular insufficiency
C1096458	Vascular occlusion
C0858765	Vascular pain
C1510412	Vascular pseudoaneurysm
C1368065	Vascular purpura
C0042380	Vascular resistance
C1867423	Vascular resistance pulmonary increased
C1258192	Vascular resistance systemic
C0679403	Vascular stenosis
C0521161	Vasculitic rash
C0042384	Vasculitis
C0856069	Vasculitis gastrointestinal
C1318520	Vasculitis necrotising
C0750151	Vaso-occlusive crisis
C1456863	Vasoconstriction
C0235248	Vasoconstriction peripheral
C0595862	Vasodilatation
C0042401	Vasodilation
C1142412	Vasodilation procedure
C0221477	Vasomotor collapse
C0035460	Vasomotor rhinitis
C0085616	Vasospasm
C0265110	Vasospasm cerebral
C0424535	Vasovagal symptoms
C0549444	Vein discolouration
C0235522	Vein disorder
C1959622	Vein distended
C0235524	Vein pain
C0265050	Vena cava thrombosis
C0877092	Venipuncture site bruise
C0919666	Venipuncture site hemorrhage
C1275515	Venomous bite
C0948441	Venoocclusive disease
C0019156	Venoocclusive liver disease
C0085618	Venospasm
C0042485	Venous insufficiency
C0241669	Venous occlusion
C0232115	Venous pressure increased
C0520861	Venous pressure jugular increased
C1861172	Venous thromboembolism
C0042487	Venous thrombosis
C1321632	Venous thrombosis deep limb
C0853347	Venous thrombosis limb
C0085612	Ventricular arrhythmia
C0262662	Ventricular bigeminy
C0242973	Ventricular dysfunction
C0151636	Ventricular extrasystoles
C0849925	Ventricular failure
C0042510	Ventricular fibrillation
C0152173	Ventricular flutter
C0340279	Ventricular hypertrophy
C0919702	Ventricular hypokinesia
C0018818	Ventricular septal defect
C0042514	Ventricular tachycardia
C0031133	Vermiculation
C0042568	Vertebrobasilar insufficiency
C0242648	Vertical infection transmission
C0042571	Vertigo
C0155503	Vertigo CNS origin
C0522351	Vertigo positional
C0151883	Vesiculobullous rash
C1535879	Vessel puncture site bruise
C1696110	Vessel puncture site haematoma
C1096225	Vessel puncture site haemorrhage
C1096708	Vessel puncture site inflammation
C0235927	Vestibular ataxia
C0042594	Vestibular disorder
C0751908	Vestibular neuronitis
C3495931	Vestibular toxicity
C0242151	Violent
C0424323	Violent behavior
C0042749	Viraemia
C0152517	Viral diarrhoea
C0042769	Viral infection
C0276143	Viral pharyngitis
C0162628	Viral skin infection
C0042740	Viral syndrome
C0339916	Viral upper respiratory tract infection
C0042755	Virilism
C0344232	Vision blurred
C0042798	Vision decreased
C0234632	Visual acuity reduced
C0877154	Visual brightness
C0547030	Visual disturbance
C0522214	Visual evoked potentials abnormal
C0235095	Visual field constriction
C3665347	Visual impairment
C0855704	Vital dye staining cornea present
C0042850	Vitamin B complex deficiency
C0858738	Vitamin B12 absorption decreased
C0042847	Vitamin B12 deficiency
C0936215	Vitamin B6 deficiency
C1142086	Vitamin E decreased
C1142530	Vitamin K decreased
C0042880	Vitamin K deficiency
C0042900	Vitiligo
C0042907	Vitreous detachment
C0155365	Vitreous disorder
C0016242	Vitreous floaters
C0042909	Vitreous haemorrhage
C0152006	Vitreous opacities
C0344320	Vivid dreams
C0264309	Vocal cord disorder
C0042928	Vocal cord paralysis
C0751576	Vocal cord paresis
C0751901	Vocal tic
C0042170	Vogt-Koyanagi-Harada syndrome
C1527340	Voice disturbance
C0085607	Volume blood increased
C0232097	Volume plasma increased
C0042961	Volvulus
C0042963	Vomiting
C0856095	Vomiting aggravated
C0270274	Vomiting neonatal
C2607896	Vulva discomfort
C0262666	Vulval abscess
C0042994	Vulval disorder
C0241712	Vulval erythema
C0156339	Vulval ulceration
C0042996	Vulvitis
C1963790	Vulvovaginal burning sensation
C0700345	Vulvovaginal candidiasis
C0520587	Vulvovaginal discomfort
C0152008	Vulvovaginal disorder
C0520589	Vulvovaginal dryness
C2748362	Vulvovaginal erythema
C1609512	Vulvovaginal mycotic infection
C0520588	Vulvovaginal pain
C1112214	Vulvovaginal pruritus
C3160944	Vulvovaginal swelling
C0042998	Vulvovaginitis
C2945558	Vulvovaginitis trichomonal
C0152009	WBC abnormal NOS
C1611167	Waist circumference increased
C0043012	Wakefulness
C0311394	Walking disability
C1321523	Wandering pacemaker
C0272118	Warm type haemolytic anaemia
C0392197	Warmth
C3665596	Warts
C0043046	Wasting generalized
C0043049	Water intoxication
C0542203	Water retention
C0239182	Watery diarrhoea
C0858603	Wave slowing
C0233612	Waxy flexibility
C0043092	Wegener's granulomatosis
C0043096	Weight decreased
C0241729	Weight fluctuation
C0231246	Weight gain poor
C0043094	Weight increased
C0221232	Welts
C0264907	Wenckebach phenomenon
C0349464	Wernicke-Korsakoff syndrome
C0043144	Wheezing
C0231875	Wheezing expiratory
C0231874	Wheezing inspiratory
C0043145	Whiplash injury
C0580531	White blood cell count abnormal
C0750394	White blood cell count decreased
C0750426	White blood cell count increased
C0948695	White blood cell count low
C0023510	White blood cell disorder
C0555120	White blood cells urine positive
C2752009	White matter lesion
C0749249	Wide complex tachycardia
C0152010	Withdrawal bleed
C0235117	Withdrawal emotional
C0857468	Withdrawal hypertension
C0235097	Withdrawal seizures
C0087169	Withdrawal symptom
C0038587	Withdrawal syndrome
C0454643	Word finding difficulty
C0233481	Worry
C0857483	Worsening of diabetes
C0043250	Wound
C1096106	Wound complication
C0259768	Wound dehiscence
C0549389	Wound discharge increased
C0241742	Wound haemorrhage
C1863751	Wound healing normal
C0043241	Wound infection
C0406834	Wound secretion
C0231666	Wrist drop
C0435630	Wrist fracture
C0584995	Writing impaired
C0549463	X-linked lymphoproliferative syndrome
C0302314	Xanthoma
C0043325	Xanthomatosis
C0221185	Xanthopsia
C0043345	Xeroderma
C0043349	Xerophthalmia
C0259817	Xerosis
C0043387	Yawning
C0750466	Yeast infection
C0221348	Yellow nail syndrome
C0558148	Yellow skin
C0235950	Zinc deficiency
C0043515	Zollinger-Ellison syndrome
C0043541	Zygomycosis
C0854059	pH urine decreased
C0854058	pH urine increased
