DRUG_NAME,ACCESSION,TARGET_NAME,ACT_VALUE,ACT_TYPE,SMILES
doxycycline,P08253,MMP2,4.62,IC50,C[C@@H]1[C@H]2[C@H](O)[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C2C(=O)C2=C(O)C=CC=C12
flufenamic acid,Q9NZQ8,TRPM5,4.62,IC50,OC(=O)C1=C(NC2=CC(=CC=C2)C(F)(F)F)C=CC=C1
ketoconazole,P23975,SLC6A2,4.62,Ki,CC(=O)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=CN=C3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1
meclofenamic acid,P12527,Alox5,4.62,IC50,CC1=CC=C(Cl)C(NC2=CC=CC=C2C(O)=O)=C1Cl
menadione,P28563,Dusp1,4.62,IC50,CC1=CC(=O)C2=CC=CC=C2C1=O
niclosamide,P07948,LYN,4.62,IC50,OC1=C(C=C(Cl)C=C1)C(=O)NC1=C(Cl)C=C(C=C1)[N+]([O-])=O
phenytoin,P35499,SCN4A,4.62,Ki,O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1
sulfafurazole,P24530,EDNRB,4.62,IC50,CC1=NOC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1C
tretinoin,P49116,NR2C2,4.62,EC50,C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C/C(O)=O
trimethoprim,Q81R22,dfrA,4.62,Ki,COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC
propoxycaine,P35498|Q99250|Q9NY46,SCN1A|SCN2A|SCN3A,4.62,IC50,CCCOC1=C(C=CC(N)=C1)C(=O)OCCN(CC)CC
parethoxycaine,P35498|Q99250|Q9NY46,SCN1A|SCN2A|SCN3A,4.62,IC50,CCOC1=CC=C(C=C1)C(=O)OCCN(CC)CC
sulfisoxazole acetyl,P24530,EDNRB,4.62,IC50,CC(=O)N(C1=C(C)C(C)=NO1)S(=O)(=O)C1=CC=C(N)C=C1
migalastat,D3ZUM4,Glb1,4.62,IC50,OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O
paclitaxel,P06241,FYN,4.621,IC50,CC(=O)O[C@@H]1C2=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)C3=CC=CC=C3)[C@@H]3[C@@]4(CO[C@@H]4C[C@H](O)[C@@]3(C)C1=O)OC(C)=O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)C1=CC=CC=C1)C1=CC=CC=C1
sulfasalazine,P03956,MMP1,4.628,IC50,OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1
benserazide,Q9UBE0|Q9UBT2,SAE1|UBA2,4.63,IC50,NC(CO)C(=O)NNCC1=C(O)C(O)=C(O)C=C1
dexamethasone palmitate,Q690N0,PGR,4.63,IC50,CCCCCCCCCCCCCCCC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C
dexamethasone valerate,Q690N0,PGR,4.63,IC50,CCCCC(=O)O[C@@]1([C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)CO
diazoxide,Q09428|Q14654,ABCC8|KCNJ11,4.63,EC50,CC1=NC2=CC=C(Cl)C=C2S(=O)(=O)N1
loperamide,O15245,SLC22A1,4.63,IC50,CN(C)C(=O)C(CCN1CCC(O)(CC1)C1=CC=C(Cl)C=C1)(C1=CC=CC=C1)C1=CC=CC=C1
rofecoxib,P05979,PTGS1,4.63,IC50,CS(=O)(=O)C1=CC=C(C=C1)C1=C(C(=O)OC1)C1=CC=CC=C1
topiramate,Q50565,,4.63,Ki,CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1
cloxiquine,P22734,Comt,4.63,IC50,OC1=C2N=CC=CC2=C(Cl)C=C1
quercetin,P18031,PTPN1,4.63,IC50,OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C=C2)=C1
terazosin,O15245,SLC22A1,4.63,IC50,COC1=CC2=C(C=C1OC)C(N)=NC(=N2)N1CCN(CC1)C(=O)C1CCCO1
nelfinavir,P41143,OPRD1,4.632,Ki,CC1=C(C=CC=C1O)C(=O)N[C@@H](CSC1=CC=CC=C1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C
nimesulide,P03956,MMP1,4.632,IC50,CS(=O)(=O)NC1=C(OC2=CC=CC=C2)C=C(C=C1)[N+]([O-])=O
latamoxef,P02919,mrcB,4.637,IC50,CO[C@]1(NC(=O)C(C(O)=O)C2=CC=C(O)C=C2)[C@H]2OCC(CSC3=NN=NN3C)=C(N2C1=O)C(O)=O
estradiol benzoate,P06241,FYN,4.638,IC50,C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(OC(=O)C3=CC=CC=C3)=C4)[C@@H]1CC[C@@H]2O
nisoldipine,Q12809,KCNH2,4.638,IC50,COC(=O)C1=C(C)NC(C)=C(C1C1=C(C=CC=C1)[N+]([O-])=O)C(=O)OCC(C)C
acetohexamide,Q09428|Q14654,ABCC8|KCNJ11,4.639,Ki,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1
alpidem,O70127,Abcb11,4.64,IC50,CCCN(CCC)C(=O)CC1=C(N=C2C=CC(Cl)=CN12)C1=CC=C(Cl)C=C1
bifonazole,P14902,IDO1,4.64,IC50,C1=CN(C=N1)C(C1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=CC=C1
diclofenac,P19224,UGT1A6,4.64,Ki,OC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1
dihydroergotamine,P56481,Cckbr,4.64,IC50,CN1C[C@@H](C[C@H]2[C@H]1CC1=CNC3=CC=CC2=C13)C(=O)N[C@]1(C)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](CC3=CC=CC=C3)N2C1=O
fluoxetine,Q7RTT9,SLC29A4,4.64,Ki,CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1
hydroxycarbamide,Q16790,CA9,4.64,Ki,NC(=O)NO
lactose,O00182,LGALS9,4.64,Kd,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O
lapatinib,P00519,ABL1,4.64,IC50,CS(=O)(=O)CCNCC1=CC=C(O1)C1=CC=C2N=CN=C(NC3=CC(Cl)=C(OCC4=CC(F)=CC=C4)C=C3)C2=C1
liothyronine,O00591|O14764|P14867|P18505|P18507|P28472|P31644|P34903|P47869|P47870|P48169|P78334|Q16445|Q8N1C3|Q99928|Q9UN88,GABRP|GABRD|GABRA1|GABRB1|GABRG2|GABRB3|GABRA5|GABRA3|GABRA2|GABRB2|GABRA4|GABRE|GABRA6|GABRG1|GABRG3|GABRQ,4.64,IC50,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O
miglustat,O88693,Ugcg,4.64,IC50,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
nicardipine,P0A0J7,norA,4.64,IC50,COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OCCN(C)CC1=CC=CC=C1
niclosamide,P35968,KDR,4.64,IC50,OC1=C(C=C(Cl)C=C1)C(=O)NC1=C(Cl)C=C(C=C1)[N+]([O-])=O
nicotine,P02710,CHRNA1,4.64,IC50,CN1CCC[C@H]1C1=CC=CN=C1
nimesulide,Q2A865,Slc6a19,4.64,IC50,CS(=O)(=O)NC1=C(OC2=CC=CC=C2)C=C(C=C1)[N+]([O-])=O
nitrendipine,P30543,Adora2a,4.64,Ki,CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC
raltitrexed,B0BL08,dfrA17,4.64,IC50,CN(CC1=CC2=C(C=C1)N=C(C)NC2=O)C1=CC=C(S1)C(=O)N[C@@H](CCC(O)=O)C(O)=O
sulbactam,Q6JP75,,4.64,IC50,CC1(C)[C@@H](N2[C@@H](CC2=O)S1(=O)=O)C(O)=O
trifluoperazine,P28593,TPR,4.64,Ki,CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1
verapamil,Q9ULQ1,TPCN1,4.64,IC50,COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1
enilconazole,P14902,IDO1,4.64,IC50,ClC1=CC(Cl)=C(C=C1)C(CN1C=CN=C1)OCC=C
isoconazole,P14902,IDO1,4.64,IC50,ClC1=CC=C([C@H](CN2C=CN=C2)OCC2=C(Cl)C=CC=C2Cl)C(Cl)=C1
quercetin,Q00535|Q15078,CDK5|CDK5R1,4.64,IC50,OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C=C2)=C1
clotrimazole,P25105,PTAFR,4.645,Ki,ClC1=C(C=CC=C1)C(N1C=CN=C1)(C1=CC=CC=C1)C1=CC=CC=C1
mestranol,P21554,CNR1,4.647,Ki,COC1=CC2=C(C=C1)[C@H]1CC[C@@]3(C)[C@@H](CC[C@@]3(O)C#C)[C@@H]1CC2
nelfinavir,P27361,MAPK3,4.648,IC50,CC1=C(C=CC=C1O)C(=O)N[C@@H](CSC1=CC=CC=C1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C
atorvastatin,Q92769,HDAC2,4.65,IC50,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1
clonidine,O15245,SLC22A1,4.65,IC50,ClC1=CC=CC(Cl)=C1NC1=NCCN1
econazole,O42275,ache,4.65,IC50,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1
glafenine,O95342,ABCB11,4.65,IC50,OCC(O)COC(=O)C1=C(NC2=CC=NC3=CC(Cl)=CC=C23)C=CC=C1
masoprocol,P03372,ESR1,4.65,IC50,C[C@@H](CC1=CC(O)=C(O)C=C1)[C@H](C)CC1=CC(O)=C(O)C=C1
pethidine,O15245,SLC22A1,4.65,IC50,CCOC(=O)C1(CCN(C)CC1)C1=CC=CC=C1
pethidine,O15245,SLC22A1,4.65,IC50,CCOC(=O)C1(CCN(C)CC1)C1=CC=CC=C1
methysergide,Q07817,BCL2L1,4.65,IC50,CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2CC3=CN(C)C4=CC=CC(=C34)C2=C1
nifedipine,P29274,ADORA2A,4.65,Ki,COC(=O)C1=C(C)NC(C)=C(C1C1=C(C=CC=C1)[N+]([O-])=O)C(=O)OC
yohimbine,P30304,CDC25A,4.65,IC50,COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCC4=C(NC5=C4C=CC=C5)[C@@H]3C[C@H]12
kojic acid,O42713,PPO2,4.65,Ki,OCC1=CC(=O)C(O)=CO1
fluphenazine,P13945,ADRB3,4.655,Ki,OCCN1CCN(CCCN2C3=CC=CC=C3SC3=CC=C(C=C23)C(F)(F)F)CC1
disulfiram,P41595,HTR2B,4.658,Ki,CCN(CC)C(=S)SSC(=S)N(CC)CC
bepridil,P15381,CACNA1C,4.66,IC50,CC(C)COCC(CN(CC1=CC=CC=C1)C1=CC=CC=C1)N1CCCC1
bromocriptine,Q7TSF2,Slc17a8,4.66,IC50,CC(C)C[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@@H]4CC5=C(Br)NC6=C5C(=CC=C6)C4=C3)(O[C@@]2(O)[C@@H]2CCCN2C1=O)C(C)C
bupivacaine,Q12809,KCNH2,4.66,IC50,CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C
carbamazepine,Q15858,SCN9A,4.66,IC50,NC(=O)N1C2=CC=CC=C2C=CC2=C1C=CC=C2
cefalotin,P14780,MMP9,4.66,IC50,CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)CC1=CC=CS1)C2=O)C(O)=O
cefapirin,P14416,DRD2,4.66,IC50,CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)CSC1=CC=NC=C1)C2=O)C(O)=O
chloroquine,P08912,CHRM5,4.66,Ki,CCN(CC)CCCC(C)NC1=CC=NC2=CC(Cl)=CC=C12
dexamethasone,P02692,Fabp1,4.66,Ki,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
dexamethasone palmitate,P02692,Fabp1,4.66,Ki,CCCCCCCCCCCCCCCC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C
dexamethasone valerate,P02692,Fabp1,4.66,Ki,CCCCC(=O)O[C@@]1([C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)CO
glibenclamide,P13569,CFTR,4.66,Ki,COC1=C(C=C(Cl)C=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1
hexamethonium,P09483|P12390,Chrna4|Chrnb2,4.66,Ki,C[N+](C)(C)CCCCCC[N+](C)(C)C
imipramine,P33302,PDR5,4.66,IC50,CN(C)CCCN1C2=CC=CC=C2CCC2=C1C=CC=C2
mequitazine,P28593,TPR,4.66,IC50,C(C1CN2CCC1CC2)N1C2=CC=CC=C2SC2=CC=CC=C12
pentamidine,O15245,SLC22A1,4.66,IC50,NC(=N)C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1
phenytoin,P04775,Scn2a,4.66,IC50,O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1
raloxifene,P04439,HLA-A,4.66,Kd,OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=C(S1)C=C(O)C=C2
risperidone,P18090,Adrb1,4.66,Ki,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1
sulbactam,P13661,bla,4.66,IC50,CC1(C)[C@@H](N2[C@@H](CC2=O)S1(=O)=O)C(O)=O
sulfacetamide,P00376,DHFR,4.66,IC50,CC(=O)NS(=O)(=O)C1=CC=C(N)C=C1
tacrine,O15245,SLC22A1,4.66,IC50,NC1=C2CCCCC2=NC2=CC=CC=C12
tamoxifen,P43140,Adra1a,4.66,IC50,CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1
tolrestat,Q91WR5,Akr1c21,4.66,Ki,COC1=CC=C2C(=CC=CC2=C1C(F)(F)F)C(=S)N(C)CC(O)=O
oleic acid,P08170,LOX1.1,4.66,Ki,CCCCCCCC\C=C/CCCCCCCC(O)=O
picloxydine,O42275,ache,4.66,Ki,ClC1=CC=C(NC(=N)NC(=N)N2CCN(CC2)C(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1
dexamethasone phosphate,P02692,Fabp1,4.66,Ki,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(O)(O)=O
tapentadol,O15245,SLC22A1,4.66,IC50,CC[C@H]([C@@H](C)CN(C)C)C1=CC(O)=CC=C1
tapentadol,O15245,SLC22A1,4.66,IC50,CC[C@H]([C@@H](C)CN(C)C)C1=CC(O)=CC=C1
teriflunomide,Q54A96,dhod,4.66,Ki,C\C(O)=C(/C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F
plecanatide,P19438,TNFRSF1A,4.66,IC50,CC(C)C[C@H](NC(=O)[C@@H]1CSSC[C@@H]2NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC2=O)C(C)C)C(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCC(=O)N1)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC(O)=O)NC(=O)[C@@H](N)CC(N)=O)C(O)=O
terconazole,P22303,ACHE,4.666,IC50,CC(C)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=NC=N3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1
ketoconazole,P25021,HRH2,4.667,Ki,CC(=O)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=CN=C3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1
primaquine,Q12809,KCNH2,4.668,IC50,COC1=CC(NC(C)CCCN)=C2N=CC=CC2=C1
cortisone acetate,Q96FL8,SLC47A1,4.67,IC50,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C
econazole,P43140,Adra1a,4.67,IC50,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1
fexofenadine,Q12809,KCNH2,4.67,IC50,CC(C)(C(O)=O)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
fluphenazine,P28593,TPR,4.67,Ki,OCCN1CCN(CCCN2C3=CC=CC=C3SC3=CC=C(C=C23)C(F)(F)F)CC1
miconazole,O42275,ache,4.67,IC50,ClC1=CC(Cl)=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1
mifepristone,P06241,FYN,4.67,IC50,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)C1=CC=C(C=C1)N(C)C
oxyquinoline,P22734,Comt,4.67,IC50,OC1=CC=CC2=C1N=CC=C2
oxyquinoline,P53582,METAP1,4.67,IC50,OC1=CC=CC2=C1N=CC=C2
pramocaine,P35498|Q99250|Q9NY46,SCN1A|SCN2A|SCN3A,4.67,IC50,CCCCOC1=CC=C(OCCCN2CCOCC2)C=C1
quercetin,P04745,AMY1A,4.67,IC50,OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C=C2)=C1
vilazodone,P37136,Ache,4.67,IC50,NC(=O)C1=CC2=C(O1)C=CC(=C2)N1CCN(CCCCC2=CNC3=C2C=C(C=C3)C#N)CC1
obidoxime,P22303,ACHE,4.67,Kd,O\N=C\C1=CC=[N+](COC[N+]2=CC=C(\C=N\O)C=C2)C=C1
nifedipine,O95180,CACNA1H,4.672,Ki,COC(=O)C1=C(C)NC(C)=C(C1C1=C(C=CC=C1)[N+]([O-])=O)C(=O)OC
chlorpromazine,P41968,MC3R,4.673,Ki,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2
fenofibrate,P23975,SLC6A2,4.673,Ki,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1
miconazole,P33032,MC5R,4.674,Ki,ClC1=CC(Cl)=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1
nelfinavir,P24557,TBXAS1,4.676,IC50,CC1=C(C=CC=C1O)C(=O)N[C@@H](CSC1=CC=CC=C1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C
diphenhydramine,O15244,SLC22A2,4.678,IC50,CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1
nomifensine,P68871|P69905,HBB|HBA1,4.678,Km,CN1CC(C2=CC=CC=C2)C2=CC=CC(N)=C2C1
raltitrexed,P00374,DHFR,4.678,IC50,CN(CC1=CC2=C(C=C1)N=C(C)NC2=O)C1=CC=C(S1)C(=O)N[C@@H](CCC(O)=O)C(O)=O
acetazolamide,P29029,CTS1,4.68,Ki,CC(=O)NC1=NN=C(S1)S(N)(=O)=O
amiloride,Q14940,SLC9A5,4.68,Ki,NC(=N)NC(=O)C1=C(N)N=C(N)C(Cl)=N1
apomorphine,O15245,SLC22A1,4.68,IC50,CN1CCC2=C3[C@H]1CC1=CC=C(O)C(O)=C1C3=CC=C2
cefsulodin,P29350,PTPN6,4.68,IC50,NC(=O)C1=CC=[N+](CC2=C(N3[C@H](SC2)[C@H](NC(=O)[C@@H](C2=CC=CC=C2)S(O)(=O)=O)C3=O)C([O-])=O)C=C1
cefapirin,P18825,ADRA2C,4.68,IC50,CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)CSC1=CC=NC=C1)C2=O)C(O)=O
dabigatran etexilate,P04070,PROC,4.68,Ki,CCCCCCOC(=O)NC(=N)C1=CC=C(NCC2=NC3=CC(=CC=C3N2C)C(=O)N(CCC(=O)OCC)C2=NC=CC=C2)C=C1
deanol,P28570,Slc6a8,4.68,Ki,CN(C)CCO
diltiazem,P46098,HTR3A,4.68,IC50,COC1=CC=C(C=C1)[C@@H]1SC2=CC=CC=C2N(CCN(C)C)C(=O)[C@@H]1OC(C)=O
ethinylestradiol,Q96FL8,SLC47A1,4.68,IC50,C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CC[C@@]2(O)C#C
irinotecan,O15245,SLC22A1,4.68,IC50,CCC1=C2CN3C(=CC4=C(COC(=O)[C@]4(O)CC)C3=O)C2=NC2=CC=C(OC(=O)N3CCC(CC3)N3CCCCC3)C=C12
ketotifen,Q9H3N8,HRH4,4.68,IC50,CN1CCC(CC1)=C1C2=C(SC=C2)C(=O)CC2=C1C=CC=C2
mexiletine,A2APX8,Scn1a,4.68,IC50,CC(N)COC1=C(C)C=CC=C1C
nafamostat,P00742,F10,4.68,IC50,NC(=N)NC1=CC=C(C=C1)C(=O)OC1=CC=C2C=C(C=CC2=C1)C(N)=N
nicotine,P02708,CHRNA1,4.68,IC50,CN1CCC[C@H]1C1=CC=CN=C1
piroxicam,P05979,PTGS1,4.68,IC50,CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=CC=CC=C2S1(=O)=O
riluzole,Q92952,KCNN1,4.68,EC50,NC1=NC2=C(S1)C=C(OC(F)(F)F)C=C2
strychnine,P35498|Q99250|Q9NY46,SCN1A|SCN2A|SCN3A,4.68,IC50,O=C1C[C@@H]2OCC=C3CN4CC[C@@]56[C@@H]4C[C@@H]3[C@@H]2[C@@H]5N1C1=CC=CC=C61
suxamethonium,P21836,Ache,4.68,Ki,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C
sulfadiazine,O14965,AURKA,4.68,IC50,NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1
cetylpyridinium,P42575,CASP2,4.68,EC50,CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1
enoxolone,P23141,CES1,4.68,IC50,CC1(C)[C@@H](O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@](C)(CC[C@]3(C)CC[C@@]12C)C(O)=O
sulmazole,O76074,PDE5A,4.68,IC50,COC1=C(C=CC(=C1)S(C)=O)C1=NC2=C(N1)N=CC=C2
kojic acid,P00371,DAO,4.68,Ki,OCC1=CC(=O)C(O)=CO1
cariprazine,Q12809,KCNH2,4.68,IC50,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)C2=C(Cl)C(Cl)=CC=C2)CC1
leflunomide,P21397,MAOA,4.684,IC50,CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F
probucol,Q12809,KCNH2,4.686,IC50,CC(C)(SC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C)SC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C
cladribine,P30543,Adora2a,4.69,Ki,NC1=C2N=CN([C@H]3C[C@H](O)[C@@H](CO)O3)C2=NC(Cl)=N1
clioquinol,P10845,botA,4.69,IC50,OC1=C2N=CC=CC2=C(Cl)C=C1I
ethinylestradiol,Q86VL8,SLC47A2,4.69,IC50,C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CC[C@@]2(O)C#C
profenamine,O15245,SLC22A1,4.69,IC50,CCN(CC)C(C)CN1C2=CC=CC=C2SC2=C1C=CC=C2
imatinib,P35218,CA5A,4.69,Ki,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1
levamisole,P09923,ALPI,4.69,IC50,C1CN2C[C@@H](N=C2S1)C1=CC=CC=C1
menadione,Q64346,Dusp6,4.69,IC50,CC1=CC(=O)C2=CC=CC=C2C1=O
methysergide,Q07820,MCL1,4.69,IC50,CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2CC3=CN(C)C4=CC=CC(=C34)C2=C1
norepinephrine,P35368,ADRA1B,4.69,Ki,NC[C@H](O)C1=CC(O)=C(O)C=C1
ondansetron,O15245,SLC22A1,4.69,IC50,CN1C2=C(C3=CC=CC=C13)C(=O)C(CN1C=CN=C1C)CC2
phenylbutazone,P21462,FPR1,4.69,IC50,CCCCC1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1
pilsicainide,Q12809,KCNH2,4.69,IC50,CC1=CC=CC(C)=C1NC(=O)CC12CCCN1CCC2
practolol,Q28044,ADRB2,4.69,Kd,CC(C)NCC(O)COC1=CC=C(NC(C)=O)C=C1
tirilazad,P00533,EGFR,4.69,IC50,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@H]1C(=O)CN1CCN(CC1)C1=NC(=NC(=C1)N1CCCC1)N1CCCC1
lovastatin,P15207,Ar,4.697,Ki,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12
propranolol,P35367,HRH1,4.699,Ki,CC(C)NCC(O)COC1=C2C=CC=CC2=CC=C1
saquinavir,Q92887,ABCC2,4.699,IC50,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(N)=O)NC(=O)C1=NC2=CC=CC=C2C=C1
acediasulfone,P16116,AKR1B1,4.7,IC50,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(NCC(O)=O)C=C1
adenosine phosphate,Q8TD43,TRPM4,4.7,IC50,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O
amiodarone,P08588,ADRB1,4.7,IC50,CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=C(O1)C=CC=C2
carmofur,Q9Y6N5,SQRDL,4.7,IC50,CCCCCCNC(=O)N1C=C(F)C(=O)NC1=O
cefalotin,P35354,PTGS2,4.7,IC50,CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)CC1=CC=CS1)C2=O)C(O)=O
chlordiazepoxide,P21761,Trhr,4.7,Ki,CNC1=NC2=CC=C(Cl)C=C2C(C2=CC=CC=C2)=[N+]([O-])C1
