classe,roll_belt,pitch_belt,yaw_belt,total_accel_belt,kurtosis_roll_belt,kurtosis_picth_belt,skewness_roll_belt,skewness_roll_belt.1,max_roll_belt,max_picth_belt,max_yaw_belt,min_roll_belt,min_pitch_belt,min_yaw_belt,amplitude_roll_belt,amplitude_pitch_belt,var_total_accel_belt,avg_roll_belt,stddev_roll_belt,var_roll_belt,avg_pitch_belt,stddev_pitch_belt,var_pitch_belt,avg_yaw_belt,stddev_yaw_belt,var_yaw_belt,gyros_belt_x,gyros_belt_y,gyros_belt_z,accel_belt_x,accel_belt_y,accel_belt_z,magnet_belt_x,magnet_belt_y,magnet_belt_z,roll_arm,pitch_arm,yaw_arm,total_accel_arm,var_accel_arm,avg_roll_arm,stddev_roll_arm,var_roll_arm,avg_pitch_arm,stddev_pitch_arm,var_pitch_arm,avg_yaw_arm,stddev_yaw_arm,var_yaw_arm,gyros_arm_x,gyros_arm_y,gyros_arm_z,accel_arm_x,accel_arm_y,accel_arm_z,magnet_arm_x,magnet_arm_y,magnet_arm_z,kurtosis_roll_arm,kurtosis_picth_arm,kurtosis_yaw_arm,skewness_roll_arm,skewness_pitch_arm,skewness_yaw_arm,max_roll_arm,max_picth_arm,max_yaw_arm,min_roll_arm,min_pitch_arm,min_yaw_arm,amplitude_roll_arm,amplitude_pitch_arm,amplitude_yaw_arm,roll_dumbbell,pitch_dumbbell,yaw_dumbbell,kurtosis_roll_dumbbell,kurtosis_picth_dumbbell,skewness_roll_dumbbell,skewness_pitch_dumbbell,max_roll_dumbbell,max_picth_dumbbell,max_yaw_dumbbell,min_roll_dumbbell,min_pitch_dumbbell,min_yaw_dumbbell,amplitude_roll_dumbbell,amplitude_pitch_dumbbell,total_accel_dumbbell,var_accel_dumbbell,avg_roll_dumbbell,stddev_roll_dumbbell,var_roll_dumbbell,avg_pitch_dumbbell,stddev_pitch_dumbbell,var_pitch_dumbbell,avg_yaw_dumbbell,stddev_yaw_dumbbell,var_yaw_dumbbell,gyros_dumbbell_x,gyros_dumbbell_y,gyros_dumbbell_z,accel_dumbbell_x,accel_dumbbell_y,accel_dumbbell_z,magnet_dumbbell_x,magnet_dumbbell_y,magnet_dumbbell_z,roll_forearm,pitch_forearm,yaw_forearm,kurtosis_roll_forearm,kurtosis_picth_forearm,skewness_roll_forearm,skewness_pitch_forearm,max_roll_forearm,max_picth_forearm,max_yaw_forearm,min_roll_forearm,min_pitch_forearm,min_yaw_forearm,amplitude_roll_forearm,amplitude_pitch_forearm,total_accel_forearm,var_accel_forearm,avg_roll_forearm,stddev_roll_forearm,var_roll_forearm,avg_pitch_forearm,stddev_pitch_forearm,var_pitch_forearm,avg_yaw_forearm,stddev_yaw_forearm,var_yaw_forearm,gyros_forearm_x,gyros_forearm_y,gyros_forearm_z,accel_forearm_x,accel_forearm_y,accel_forearm_z,magnet_forearm_x,magnet_forearm_y,magnet_forearm_z
B,0.65,5.4,-90.5,3,-1.089855,-0.109078,-0.389102,-1.379233,-90.5,3,-1.1,-91.3,2,-1.1,0.8,1,0.2,0.8,0.1,0,5.7,0.2,0.1,-90.8,0.2,0.05,-0.02,0,-0.05,-14,3,22,32,598,-307,124,-49.1,-40.8,27,65.5978,81.2097,16.0472,257.5122,-25.0239,21.1165,445.9077,41.6955,43.5003,1892.2755,-2.62,1.03,-0.2,95,-3,-252,660,-257,-256,-1.28339,-1.08842,-1.51565,0.44424,-0.3337,-0.13332,11.8,102,32,-49.5,-40.8,10,61.3,142.8,22,31.3,15.5,121.9,-0.6819,-0.8864,-0.4921,-0.1312,21.2,130.4,-0.7,8.2,111.2,-0.7,12.97,19.27,7,0.1978,32.3319,5.4076,29.2421,15.4351,3.4222,11.7115,120.7882,5.123,26.2452,-0.02,-0.02,-0.16,11,22,67,-481,343,126,-179,51.5,-135,-0.9777,0.6482,0.55,-1.1736,51.5,-62.9,-1,25.9,-135,-1,25.6,72.1,24,25.36989,-154,9.06274,82.13333,35.51935,8.21882,67.54895,-82.88065,19.8857,395.44095,-0.59,3.9,1.28,-127,-29,-198,-489,-262,291
B,1.36,3.14,-90.5,3,-0.735434,0.222828,0.188083,-0.298575,-90,4,-0.7,-90.5,2,-0.7,0.5,2,0.3,0.8,0.3,0.1,3.6,1.3,1.8,-90.3,0.1,0.02,0.02,0,0,-11,5,22,10,607,-313,77.6,2.64,91.1,27,109.0825,118.8475,31.4939,991.8685,-30.6338,15.3738,236.3524,-10.4154,62.4008,3893.8575,1.91,-0.53,-0.39,-204,171,-30,-106,370,530,-0.5436,-1.56205,-1.09273,0.78969,0.27026,0.34012,2.6,91.1,49,-48.4,-83.3,14,51.04,174.4,35,-20.9,11.2,133.3,2.4105,0.5048,-1.1056,0.698,22.4,152,2.4,-7.1,116,2.4,29.48,36.01,6,0.9464,18.1693,15.9703,255.0509,11.61,5.4405,29.599,130.7304,7.6819,59.0116,0.37,-0.29,-0.39,7,-13,61,-537,279,84,165,37.8,-176,-1.1657,5.9493,0.4157,-2.5254,53,178,-1.2,-13.8,-176,-1.2,66.8,354,31,53.38689,146.32787,8.6134,74.19071,12.3782,21.64346,468.4392,94.65738,81.94486,6714.95949,-0.34,-4.95,-0.69,-92,193,-216,-652,73,397
B,1.02,5.05,-88.2,4,4.983706,-2.075095,-0.240359,0.079286,-88.1,5,5,-88.3,4,5,0.2,1,0.2,0.7,0.2,0,4.5,0.5,0.2,-88.2,0.1,0,-0.06,0,0.03,-15,2,36,50,631,-307,0,0,0,25,21.3905,0,0,0,0,0,0,0,0,0,2.33,-1.24,0.13,-90,185,-136,472,253,422,NA,NA,-1.28424,NA,NA,0.12933,0,0,33,0,0,15,0,0,18,68,-39,-74.5,-0.0452,-0.4744,-0.3428,-0.4428,-34.9,-68,0,-59.2,-85.2,0,24.32,17.17,33,1.7,64.5718,4.9554,24.5562,-42.3213,3.4818,12.1226,-75.3081,3.4147,11.6602,0.29,0.19,-0.23,-124,205,-221,-431,467,-96,137,-32.7,70.2,-1.6029,3.937,0.0975,-2.0872,55.2,179,-1.6,-33,-178,-1.6,88.2,357,34,4.3619,129.09524,6.07375,36.89048,-25.51524,7.9877,63.80328,75.95238,8.58363,73.67862,0.31,-0.61,0.07,203,226,-146,39,635,730
B,1.02,5.18,-88,4,-0.605901,-1.318652,0.614605,0.867044,-88,5,-0.6,-88.6,4,-0.6,0.6,1,0.2,0.9,0.1,0,3.3,0.9,0.9,-88.4,0.2,0.03,0.21,0.02,0.02,-15,6,35,48,636,-319,0,0,0,36,26.5115,0,0,0,0,0,0,0,0,0,-2.15,1.24,-0.39,-254,233,-53,-184,450,477,NA,NA,0.9834,NA,NA,-1.25408,0,0,40,0,0,20,0,0,20,67,-45.9,-70.3,0.4211,-0.8906,-0.8769,0.2659,-37,-65.9,0.4,-53.8,-82.7,0.4,16.82,16.76,29,1.8677,64.6813,3.0617,9.3742,-43.036,4.1878,17.5374,-74.6628,4.4057,19.4101,0.22,0.16,-0.44,-124,174,-181,-480,412,-47,130,-31.8,85.6,-0.6549,2.0655,-0.3957,-1.6497,-30.1,85.6,-0.7,-32.3,71.6,-0.7,2.2,14,31,0.66937,130.82051,1.71482,2.94062,-30.94872,0.56563,0.31993,82.02051,3.48826,12.16799,0.03,0.02,0.07,187,163,-169,-21,679,813
B,0.56,4.81,-88.3,4,-1.291123,1.7257,-0.030114,1.038014,-87.9,5,-1.3,-88.5,3,-1.3,0.6,2,0.2,1,0.2,0,3.9,1.6,2.5,-88.2,0.2,0.04,-0.16,-0.02,-0.05,-14,2,33,45,631,-312,0,0,0,29,22.7715,0,0,0,0,0,0,0,0,0,-3.77,1.94,-0.85,-180,220,-31,357,299,474,NA,NA,0.69328,NA,NA,-0.45903,0,0,44,0,0,23,0,0,21,57.1,-51.8,-74.9,0.8682,1.156,0.5554,0.7556,-49.4,-70.8,0.9,-52.5,-76.7,0.9,3.18,5.91,29,0.0611,57.8176,1.3444,1.8075,-51.2285,0.6248,0.3903,-74.6331,1.2029,1.4469,0.37,0.14,-0.38,-141,154,-194,-508,350,45,-168,49.4,-96.7,-1.6322,-0.2428,0.3666,-1.1663,57,176,-1.6,-34.4,-178,-1.6,91.4,354,38,71.88344,104.02128,86.27748,7443.80389,2.42915,36.80069,1354.29063,56.39787,109.86995,12071.40673,1.38,-2.31,0.11,-15,-275,-246,-162,-588,-26
B,1.05,5.4,-87.7,4,-1.389537,-1.18167,0.212329,0.153059,-87.7,5,-1.4,-88.3,3,-1.4,0.6,2,0.3,0.8,0.3,0.1,4.3,1.1,1.2,-88,0.2,0.03,0.26,0.02,0.02,-15,5,37,54,627,-319,0,0,0,50,61.3798,0,0,0,0,0,0,0,0,0,0.39,-0.03,0.08,100,-48,-480,421,-215,-479,NA,NA,0.22881,NA,NA,0.01109,0,0,50,0,0,18,0,0,32,88.4,-20.6,-64.3,-0.5152,-0.5513,0.5943,0.4425,-18.6,-45.6,-0.5,-59,-82.2,-0.5,40.35,36.57,30,4.5169,72.4756,15.366,236.1154,-43.576,10.8204,117.0803,-65.3249,9.2988,86.4668,0.72,0.63,-0.51,-60,227,-176,-134,608,45,-167,27.6,-99,-1.6089,-0.2906,0.124,-1.1027,39.9,177,-1.6,-10.7,-176,-1.6,50.6,353,37,66.98743,115.65574,87.09935,7586.29617,11.7782,18.33815,336.28772,48.86721,105.05508,11036.57057,0.79,-2.33,-0.2,-86,-253,-252,-87,-599,42
B,1.07,5.24,-87.7,4,-1.34304,-0.954331,-0.137461,0.174149,-87.7,5,-1.3,-88.2,3,-1.3,0.5,2,0.3,0.7,0.3,0.1,4.7,0.9,0.9,-87.9,0.2,0.03,0.11,0.02,0.02,-14,5,33,51,624,-314,0,0,0,33,66.0739,0,0,0,0,0,0,0,0,0,-0.35,0.21,-0.33,-234,211,-74,-457,413,365,NA,NA,-0.69535,NA,NA,-0.20014,0,0,49,0,0,17,0,0,32,52.1,-52.1,-79,-1.2827,0.2312,-0.0563,-1.1239,-15,-50.5,-1.3,-59,-84.2,-1.3,44.06,33.72,30,3.4961,81.6507,16.5087,272.5359,-34.9555,13.5007,182.2702,-61.6957,8.836,78.0747,0.9,-0.47,-0.85,-147,147,-210,-553,279,85,147,-10,73.2,-1.5145,-1.5822,-0.2723,-0.3577,44.6,175,-1.5,-10,-174,-1.5,54.6,349,39,68.35169,69,136.11466,18527.2,18.6337,19.70205,388.17074,15.3087,113.39833,12859.18214,0.48,-0.45,0.25,113,347,-110,-42,692,793
B,1.26,4.94,-87.7,4,-1.244164,1.445905,-0.323597,0.550599,-87.6,5,-1.2,-88.1,3,-1.2,0.5,2,0.2,1,0.2,0,3.4,1.2,1.5,-87.8,0.2,0.03,-0.02,0,0.03,-22,5,36,41,627,-316,0,0,0,50,104.3919,0,0,0,0,0,0,0,0,0,1.3,-0.74,0.28,96,-37,-480,451,-189,-467,NA,NA,-0.89535,NA,NA,0.30077,0,0,55,0,0,21,0,0,34,89.5,-18.3,-64.2,-0.1486,-1.2134,1.0061,0.1645,-18.3,-44.3,-0.1,-54.7,-82.3,-0.1,36.43,38.08,32,3.5828,71.2256,16.3942,268.771,-43.6225,10.4095,108.3576,-66.4607,11.0042,121.0928,0.48,0.58,-0.3,-57,245,-188,-140,600,56,156,36.4,-151,-0.8241,-1.794,-0.8804,0.2717,38.5,178,-0.8,-10,-176,-0.8,48.46,354,27,90.77071,156.68889,14.30483,204.62828,22.52956,16.75206,280.63145,-19.53778,126.9019,16104.0924,-2.14,3.85,1.1,-49,-146,-211,-446,-303,295
B,0.7,2.91,-87.5,5,-1.124086,-0.611481,0.128158,-0.017954,-87.5,5,-1.1,-87.9,3,-1.1,0.4,2,0.3,0.6,0.1,0,4.1,1,1.1,-87.7,0.1,0.02,0.16,0.03,0.03,-3,0,51,50,630,-304,0,0,0,33,41.2294,0,0,0,0,0,0,0,0,0,-4.67,2.15,-0.46,-199,256,17,309,339,483,NA,NA,-0.34569,NA,NA,-0.84062,0,0,43,0,0,20,0,0,23,69.7,-55.1,-59.5,0.2073,0.8251,1.0193,1.0922,-23.5,-35.2,0.2,-59.7,-77.5,0.2,36.24,42.37,27,3.3719,71.1364,15.1504,229.5358,-46.933,9.5426,91.0618,-64.2882,9.5872,91.9147,-0.53,0.92,0.97,-141,173,-151,-463,391,82,178,26.3,-99,-1.8786,-1.527,-0.0013,-0.35,27.1,178,-1.9,-1.3,-175,-1.9,28.43,353,46,90.74838,155.53191,11.60744,134.73265,13.08213,12.09456,146.27829,13.24894,114.72694,13162.27125,-0.05,1.38,0.41,-56,-352,-269,-40,-654,-77
B,0.67,4.48,-87.3,3,-1.245367,-0.154698,-0.056328,-0.04357,-86.9,5,-1.2,-87.4,3,-1.2,0.5,2,0.3,0.8,0.1,0,2.2,1.7,2.8,-87.2,0.2,0.03,-0.18,-0.03,-0.05,-12,4,30,49,625,-318,0,0,0,55,63.0677,0,0,0,0,0,0,0,0,0,-0.63,0.83,-0.69,84,-70,-531,425,-209,-469,NA,NA,0.18166,NA,NA,0.41321,0,0,55,0,0,21,0,0,34,102.3,-21.1,-49.7,-1.085,-0.5505,0.2513,-0.1083,-16.1,-36.7,-1.1,-60.7,-84.6,-1.1,44.56,47.89,34,6.9192,82.131,17.6509,311.5537,-37.8804,12.7516,162.6026,-59.1254,11.5679,133.8168,0.43,-0.29,-0.62,-69,281,-157,-139,562,160,152,8.25,68.9,-1.1728,-1.6799,-0.686,-0.224,23.7,175,-1.2,8.3,-178,-1.2,15.45,353,39,107.10909,158.22222,8.22659,67.67677,17.59378,5.24385,27.49795,5.19111,117.15096,13724.34856,0.43,-0.27,0.13,190,305,-118,86,589,676
B,-0.27,5.53,-88.3,5,-0.30874,9.296951,0.44202,-3.308673,-88.1,5,-0.3,-88.4,4,-0.3,0.3,1,0.1,-0.2,0.1,0,5,0.3,0.1,-88.3,0.1,0.01,0.02,-0.02,0,-17,2,48,49,638,-298,0,0,0,26,100.9216,0,0,0,0,0,0,0,0,0,4.35,-3.1,0.56,-74,210,-114,688,150,176,NA,NA,-1.20952,NA,NA,0.19168,0,0,52,0,0,19,0,0,33,98,-23.4,-53.1,-0.9849,-0.8028,-0.5823,-0.3672,-14.7,-34.4,-1,-54.7,-77.4,-1,39.97,42.99,29,7.2061,91.1177,14.3343,205.4711,-31.6653,11.3853,129.6261,-54.3458,10.85,117.7216,0.87,-0.63,-0.36,-65,233,-142,-238,539,119,157,7.57,87.7,-1.2475,8.8271,0.6237,-2.6912,26.2,178,-1.2,6.8,-172,-1.2,19.42,350,31,30.59289,156.71698,4.5208,20.43759,13.75717,7.06836,49.96174,80.28491,66.31058,4397.09323,-0.22,0.06,-0.15,191,151,-187,-57,703,761
B,125,-43.6,167,18,-1.074811,10.076,-0.285521,-3.40387,169,18,-1.1,167,17,-1.1,2,1,0.1,125,0,0,-44.1,0.4,0.2,168.2,0.7,0.55,0.11,0.11,-0.18,52,42,-158,164,606,-307,63.6,51.3,33.6,24,36.9488,50.9122,5.7369,32.9121,10.5205,29.2417,855.0789,12.6707,13.6603,186.6035,1.09,-0.77,0.48,-230,-22,23,-116,332,584,-1.47973,-0.70862,-0.59112,-0.19651,-0.4724,-0.28432,51.3,33.6,24,-32.2,-15.4,2,83.5,49,22,96.5,-11.8,-59.1,1.0017,-1.0558,1.1853,0.6654,-11.8,-48.7,1,-39.2,-110.4,1,27.37,61.74,18,2.011,61.5044,21.7791,474.3313,-28.9565,6.3366,40.1523,-85.9511,18.5246,343.1611,-0.26,1.06,-0.03,-21,146,-99,-371,469,97,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,42,7.15976,0,0,0,0,0,0,0,0,0,0.19,3.21,0.95,-252,323,50,-697,539,819
B,126,-42.9,164,18,-1.390647,48,-0.318272,-6.928203,166,18,-1.4,164,17,-1.4,2,1,0,126.2,0.4,0.1,-43.2,0.3,0.1,165.2,0.8,0.65,0.11,0.11,-0.18,52,43,-160,165,608,-311,-46.2,51.1,-102,26,4.9996,-109.1979,23.5893,556.4564,63.6,4.8504,23.5264,14.5,163.2581,26653.1915,-3.12,0.47,0.43,-199,-24,161,153,193,615,-0.44063,-2.03209,-0.88068,-0.42475,-0.11609,-0.88022,71.3,179,31,51.1,-180,24,20.2,359,7,88.4,-27.5,-61,-0.8449,1.1672,-0.2099,1.0177,-27.2,-61,-0.8,-33,-106.2,-0.8,5.8,45.19,17,0.3293,56.2207,10.5293,110.8654,-29.5422,1.5608,2.4361,-91.5506,9.7804,95.6568,-0.56,1.16,0.34,-46,131,-97,-470,366,105,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,36,0.49956,0,0,0,0,0,0,0,0,0,1.24,0.55,0.98,24,348,-42,15,684,483
B,127,-43.7,164,18,7.004355,44,-2.9475,-6.63325,164,18,7,163,17,7,1,1,0,127,0,0,-43.6,0.1,0,163.9,0.3,0.08,0.13,0.11,-0.16,53,44,-160,160,601,-317,17.3,8.52,-18.5,5,243.046,-29.215,59.9997,3599.9623,-55.2648,30.4302,925.995,28.3132,54.4101,2960.4557,2.86,-1.32,0.38,-32,-13,34,458,256,432,-0.84417,-1.724,-1.49701,0.80582,0.4699,-0.49797,8.5,106,44,-84.6,-19.2,3,93.12,125.2,41,103.3,-21.8,-48.3,-1.1912,-1.2919,-0.6565,-0.5118,27.7,-28.7,-1.2,-21.8,-48.3,-1.2,49.47,19.59,19,4.1438,115.0085,4.1671,17.365,11.2846,15.9217,253.4991,-36.6314,6.254,39.1129,0.8,-0.66,-0.44,-40,159,-86,-442,382,136,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,31,79.58721,0,0,0,0,0,0,0,0,0,1.17,-1.57,-0.46,-288,75,31,-454,-274,357
B,126,-43.4,163,18,0.240453,40,-0.282242,-6.324555,165,18,0.2,163,17,0.2,2,1,0,126.7,0.5,0.2,-43.6,0.2,0.1,163.8,0.5,0.27,0.13,0.13,-0.18,50,44,-160,162,610,-305,6.15,62.8,-47.1,25,23.6308,12.577,5.0121,25.1209,51.5875,16.5432,273.6786,-32.36,10.691,114.2968,-0.37,-0.19,0.77,-246,-23,18,-235,329,564,-0.19932,-1.76385,1.02593,-1.00584,-0.19329,-1.32177,66.4,-18.9,28,12.3,-47.1,10,54.1,28.2,18,42,-33.7,-101.8,1.3323,0.5367,0.7068,0.7603,-5.5,-49.1,1.3,-36.3,-101.9,1.3,30.78,52.77,17,0.3359,66.3289,15.2772,233.3932,-25.0486,6.5953,43.4974,-83.7554,12.6917,161.0798,0.05,-0.1,0.1,-56,69,-144,-540,274,86,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,28,2.1,0,0,0,0,0,0,0,0,0,0.19,3.56,1.35,-276,34,-19,-430,-316,337
B,127,-43.5,164,18,-1.943894,11.094417,0.382982,-3.54848,164,18,-1.9,163,17,-1.9,1,1,0.1,127,0,0,-43.3,0.1,0,163.4,0.5,0.25,0.11,0.11,-0.16,49,44,-162,164,605,-311,23.1,-18.8,-7.15,6,151.5576,-50.9318,74.5658,5560.0571,-66.0182,21.172,448.2545,57.9239,67.9521,4617.4841,2.79,-1.35,0.34,49,-27,-23,675,130,208,-0.4703,-1.9104,-0.34005,1.02033,0.06654,-1.05599,-18.8,144,45,-88.2,-14.9,6,69.4,158.9,39,117.9,22.1,-31.8,-1.2232,0.013,-0.501,-0.9479,22.5,-29,-1.2,-26.1,-70.7,-1.2,48.68,41.62,24,6.3525,111.0087,10.7016,114.5249,4.2144,15.8342,250.7218,-42.5261,11.1159,123.5624,0.21,0,-0.2,52,219,-74,-140,554,171,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,42,30.13689,0,0,0,0,0,0,0,0,0,1.49,-2.49,-0.48,-305,275,-10,-665,93,508
B,126,-43.8,164,18,33,4.169967,-5.744563,-2.433219,164,18,33,163,17,33,1,1,0.1,126.2,0.4,0.2,-43.7,0.1,0,164,0.2,0.03,0.06,0.11,-0.18,48,43,-160,159,610,-307,34.8,-73.1,-22.9,33,12.6534,-88.4152,78.4563,6155.3945,-81.7727,3.315,10.9889,76.4709,86.8648,7545.4888,3.02,-1.61,1.26,71,-161,-274,621,-150,-360,0.46572,0.4947,-1.18347,0.02999,-1.0403,-0.45162,-73.1,168,44,-88.8,-175,33,15.7,343,11,118,17.5,-34.6,-1.6372,-1.3767,-0.2325,0.0951,18,-34.3,-1.6,-26.8,-57.3,-1.6,44.82,22.94,24,5.1932,108.857,8.3676,70.0163,-2.6395,16.0891,258.8601,-45.1162,7.3613,54.1882,0.14,0.22,-0.26,41,218,-80,-177,549,167,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,53,9.1553,0,0,0,0,0,0,0,0,0,1.43,-1.19,0.54,-6,518,-10,-209,808,706
B,127,-43.8,164,18,-0.5808,20.819259,-0.502133,-4.683414,166,18,-0.6,164,17,-0.6,2,1,0,126.3,0.4,0.2,-44.4,0.2,0.1,165.4,0.6,0.38,0.05,0.11,-0.21,49,44,-161,170,608,-311,22.9,63.2,-24.8,27,66.0305,21.7128,3.0097,9.0585,19.7123,32.1294,1032.3013,-12.2853,4.8172,23.2059,0.64,-0.75,0.89,-262,-24,-8,-293,376,517,-1.17755,0.36355,-1.37491,-0.31005,-1.11028,0.02461,63.2,-7.1,27,-39.6,-24.8,3,102.8,17.66,24,65.7,-25.1,-85.1,-1.856,0.1657,-0.0989,-1.0352,14.2,-36.8,-1.9,-26.1,-85.1,-1.9,40.28,48.32,18,5.222,102.5902,15.4513,238.7432,-4.5779,15.2758,233.3513,-51.6889,14.2089,201.893,0.39,-0.32,-0.21,-44,108,-133,-546,273,72,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,31,95.42738,0,0,0,0,0,0,0,0,0,1.4,-0.98,0.21,-305,-12,-9,-284,-492,151
B,124,-43.6,171,17,-1.996436,-0.698398,-0.33268,0.904896,180,20,-2,-180,17,-2,360,3,1,122.2,1.2,1.3,-46.9,2.3,5.2,27.1,176.6,31183.24,-0.11,0.11,-0.33,58,44,-155,182,607,-305,16.3,-0.15,-31.8,9,36.293,17.9974,3.1047,9.6392,51.4563,21.614,467.1652,-32.6658,4.118,16.958,-3.12,0.55,0.74,-36,-60,49,556,144,377,-0.02438,-0.11279,0.77631,-1.15422,0.89298,-1.44884,68.1,-22.8,29,-0.2,-37.4,9,68.25,14.6,20,48.2,-30.2,-98.8,-0.9076,-1.2273,0.2505,0.3335,-10.1,-43,-0.9,-32.2,-106.3,-0.9,22.12,63.33,18,1.1579,74.6121,22.2409,494.6596,-22.3797,5.9362,35.2383,-76.7154,19.8133,392.5656,0.14,-0.16,-0.34,-52,81,-146,-553,263,65,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,32,3.19772,0,0,0,0,0,0,0,0,0,0.61,2.5,0.71,-311,0,-16,-370,-411,225
B,126,-43.5,164,18,NA,47,NA,-6.855655,164,18,NA,164,17,NA,0,1,0,126.9,0.2,0.1,-43.6,0.2,0,164,0,0,0.14,0.11,-0.18,52,43,-160,159,614,-308,11,66.3,-43.7,28,70.6078,17.8681,2.6502,7.0235,39.0121,25.3081,640.4991,-21.0362,12.0941,146.2683,0.45,-0.59,0.75,-275,-33,-24,-295,374,520,-0.69067,-1.19422,-0.9831,-0.76896,-0.40733,-0.69131,66.3,-6.3,28,-15.5,-43.7,3,81.8,37.36,25,68.3,-29,-80.5,-0.7981,-1.3696,0.7747,-0.1871,22.4,-28.8,-0.8,-31.8,-86.2,-0.8,54.2,57.39,17,5.8538,97.2799,19.6151,384.753,-9.9345,17.1483,294.0637,-55.4149,18.5083,342.5571,0.13,-0.1,-0.13,-48,106,-121,-514,302,120,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,28,14.81776,0,0,0,0,0,0,0,0,0,0.72,2.62,1.03,-266,-57,-41,-183,-570,56
B,124,-42.9,168,17,-1.603377,-1.585044,-0.254823,-0.69593,172,18,-1.6,168,17,-1.6,4,1,0.2,123.1,0.9,0.8,-43.6,0.7,0.5,170.2,1.6,2.67,0.16,0.11,-0.15,51,44,-156,159,607,-295,-1.21,-22.6,-31,21,37.0324,10.3432,5.5676,30.9977,40.78,35.9936,1295.5389,-43.8979,6.9204,47.892,-0.93,-0.26,0.64,127,-113,-124,762,-45,-13,-1.34405,-0.60089,-1.375,-0.31989,-0.3534,-0.10657,84.6,-31,27,-22.6,-56.9,8,107.2,25.9,19,63.4,-20.7,-89.3,-1.0657,0.0903,0.0495,-0.2232,-19.6,-82.1,-1.1,-32.3,-99.5,-1.1,12.67,17.45,21,2.6494,60.0566,4.5096,20.3362,-26.1256,3.5897,12.8861,-89.8784,3.853,14.8458,0.34,0.19,-0.08,-43,124,-163,-503,389,-50,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,42,15.45883,0,0,0,0,0,0,0,0,0,1.35,-1.75,0.1,-204,355,14,-694,493,654
B,115,18,-5.07,17,-0.025513,1.7257,-1.184762,1.038014,-1.5,18,0,-5.1,16,0,3.62,2,0.2,116.4,0.7,0.5,16.8,0.6,0.3,-2.6,1.1,1.26,0.08,0.11,-0.13,-19,62,-153,14,611,-310,-38.6,-36.5,-16.7,12,28.3876,-44.6809,10.8901,118.5933,-38.5894,7.4475,55.4658,0.5951,12.7219,161.8461,2.38,-1.43,1.07,62,-71,-74,679,102,198,1.27911,-1.15171,-1.29657,1.52618,-0.33282,-0.25973,-18.1,16.8,27,-44.6,-24.6,10,26.5,41.4,17,97.6,-9.2,58.5,2.6346,2.38,1.3159,-1.1653,28.5,146.5,2.6,-27.7,58.5,2.6,56.22,87.95,2,0.6078,22.9231,29.9951,899.7077,-11.2535,10.9265,119.3886,119.7408,16.8595,284.2438,0.24,0.14,-0.26,-2,18,12,-473,393,-176,31.9,14,-74.3,-1.4054,-0.7095,0.3755,-0.6992,30.8,-58.5,-1.4,4.7,-79.8,-1.4,26.15,21.3,15,30.38575,30.30426,6.30607,39.7665,15.07532,8.77715,77.03831,-65.34043,6.24767,39.03333,0.47,-1.38,-0.08,-68,125,15,-199,747,575
B,115,18.2,-5.55,17,-0.948194,-1.5375,-0.245586,-0.73357,-4.6,18,-0.9,-6.4,17,-0.9,1.82,1,0.2,116.1,0.7,0.5,18.5,0.2,0,-5.4,0.5,0.3,0.13,0.14,-0.23,-20,62,-154,15,607,-314,-30.8,-18.9,-26.5,9,87.6074,-32.4,6.6091,43.6805,11.2971,17.593,309.5151,-69.5071,25.914,671.5373,-1.25,0.03,0.39,49,-69,-35,655,66,254,-1.42134,-1.37948,-1.7286,-0.2824,0.09765,-0.13151,32.1,-26.5,32,-18.9,-105,6,51,78.5,26,3,-20.9,136,-0.0115,-1.1191,-0.4044,-0.1344,25.2,149.9,0,-42.6,41.2,0,67.78,108.72,3,0.1074,51.9668,35.7287,1276.5427,-0.7023,15.2572,232.7836,99.6264,31.3695,984.0444,-0.08,0.08,0,-7,1,33,-496,381,-159,-4.33,33.3,-105,-1.4421,-1.974,-0.0834,0.2601,36.9,178,-1.4,24.5,-180,-1.4,12.4,358,29,54.69686,-33.79214,13.8017,190.48685,30.90952,4.32163,18.67649,-9.19048,158.6858,25181.18235,-0.75,1.88,0.16,-274,44,78,-652,586,725
